token,count
"Hematology and Neoplasia: Malignant neoplasm of cecum",1
"Raynaud's syndrome with gangrene",1
"Chromosomal and Congenital Misc: Homozygous for methylenetetrahydrofolate reductase gene mutation",1
"Coag and Thromboembolic: Monitoring for long-term anticoagulant use",1
"Hypertensive heart disease with acute on chronic systolic congestive heart failure",1
"Foreign body in esophagus",1
"Malrotation colon",1
"unspecified cause",1
"unspecified whether partial or complete",1
"Adynamic ileus",1
"Back pain due to injury",1
"Traumatic closed displaced fracture of acetabulum",1
"Other: Intertrochanteric fracture of right femur",1
"Neuro: Nonintractable headache",1
"Hemianopsia",1
"Right shoulder injury",1
"Facial injury",1
"Difficulty with speech",1
"Pulmonary and Pneumonias: PNA (pneumonia)",1
"Endocrine and Metabolic: Screening for endocrine",1
"immunity disorders",1
"Blood glucose elevated",1
"Horseshoe retinal tear",1
"Intraductal carcinoma in situ of right breast",1
"Presence of bare metal stent in right coronary artery-4",1
"Presence of drug-eluting stent in LAD- 3",1
"19 2 Xience Sierra DES deployed to mid",1
"mid to distal LAD 2.75 x 23",1
"3.0 x 33",1
"3.0 x 38 mm",1
"Multi System Lupus Sarcoid: Drug-induced lupus erythematosus",1
"Prolonged pt (prothrombin time)",1
"Gastrointestinal and Abdominal: Bowel perforation",1
"Occult GI bleeding",1
"Genitourinary and Reproductive: Emphysematous cystitis",1
"Hematology and Neoplasia: Anemia due to multiple mechanisms",1
"Cellulitis of right upper extremity",1
"Musculoskeletal and Injuries: Traumatic rhabdomyolysis",1
"Closed fracture of neck of right femur",1
"Neuro: Post-polio syndrome (CMS-HCC)",1
"Myasthenia gravis in crisis",1
"Myasthenia exacerbation",1
"Cardiac and Vasculature: Hypertensive heart disease with chronic diastolic congestive heart failure",1
"Non-rheumatic aortic stenosis",1
"Toxic nodular goiter",1
"Postcholecystectomy syndrome",1
"Dilated pancreatic duct (HHS-HCC)",1
"Common bile duct dilatation",1
"Hematology and Neoplasia: Hemangioma of vertebral column",1
"Mental Health: History of opioid abuse (CMS-HCC)",1
"Mild rec...",1
"Immunoglobulin A deficiency",1
"Musculoskeletal and Injuries: Calf pain",1
"Cardiac and Vasculature: Acute on chronic systolic right heart failure",1
"Cardiac and Vasculature: Coronary artery disease involving coronary bypass graft",1
"Hypertention",1
"Hematology and Neoplasia: Basal cell carcinoma of left distal  nose",1
"Full incontinence of feces",1
"Shoulder tendonitis",1
"Neuro: Spinal stenosis of lumbosacral reg...",1
"Family history of hereditary hemorrhagic telangiectasia",1
"Coag and Thromboembolic: Secondary thrombocytopenia",1
"Skin: Osler hemorrhagic telangiectasia syndrome",1
"Complication of sur...",1
"Hematology and Neoplasia: Splenic lesion",1
"Pneumonia of right middle lobe due to infectious organism",1
"Pulmonary nodule less than 6 cm determined by computed tomography of lung",1
"P CABG x6",1
"LIMA to LAD",1
"L SVG to OM seq to distal LCX",1
"LRA to Diag. Coronary endarterectomy to mLAD and RCA with Dr. ALnajjar on 12",1
"Acute CHFpEF",1
"Fluid Overload",1
"Musculoskeletal and Injuries: left arm Blister",1
"Primary dilated cardiomyopathy",1
"Cardiac and Vasculature: Arteriosclerotic coronary artery disease",1
"P left rotator cuff repair",1
"Coag and Thromboembolic: Deep vein thrombosis (DVT) of proximal vein of both lower extremities",1
"Allergies and Adverse Reactions: Allergy to codeine",1
"ENT: Nasal lesion",1
"O acute pancreatitis",1
"Hx of diverticulitis of colon",1
"O hiatal hernia",1
"History of bladder suspension procedure",1
"Mental Health: History of dementia",1
"Insomnia due to other mental disorder",1
"Multi System Lupus Sarcoid: Lupus",1
"Other: Body mass index (BMI) 24.0-24.9",1
"Neoplasm of left upper lobe of lung",1
"Myopia of right eye with astigmatism and presbyopia",1
"Sleep: Idiopathic central sleep apnea",1
"Genitourinary and Reproductive: Acute retention of urine",1
"Spinal stenosis of lumbar region with radiculopathy",1
"Genitourinary and Reproductive: Vaginal odor",1
"Urine frequency",1
"Primary biliary cholangitis",1
"Hematology and Neoplasia: Lymphocytosis",1
"Cardiac and Vasculature: Occlusion of right carotid artery",1
"Genitourinary and Reproductive: Hyperplasia of prostate",1
"Occlusion and stenosis of right vertebral artery",1
"Diastolic heart failure secondary to coronary artery disease",1
"Vasospasm (CMS-hcc)",1
"Endocrine and Metabolic: Controlled type 2 diabetes mellitus",1
"Encounter for surgical aftercare following surgery of digestive system",1
"Common bile duct (CBD) obstruction (CMS-HCC)",1
"Pain of left scapula",1
"Abnormal stress echocardiogram",1
"Dilated cardiomyopathy secondary to tachycardia",1
"Cardiac and Vasculature: History of AVNRT ablation",1
"Sustained SVT (HHS-HCC)",1
"Musculoskeletal and Injuries: Myofascial pain syndrome",1
"Gastrointestinal and Abdominal: Ulcerative proctitis",1
"Psychogenic dysuria",1
"Genitourinary and Reproductive: Combined arterial insufficiency and corporo-venous occlusive erectile dysfunction",1
"Pain in penis",1
"Redundant prepuce and phimosis",1
"Hematology and Neoplasia: Anemia due to stage 3a chronic kidney disease (CMS-HCC)",1
"Infectious Disease: Candidiasis of penis",1
"Other: Right forearm injury",1
"Poorly controlled type II diabetes mellitus with renal complication",1
"Eye: Conjunctival hyperemia of both eyes",1
"Genitourinary and Reproductive: Human papilloma virus",1
"Secondary squamous cell carcinoma of soft tissue",1
"Malignant neoplasm of neck",1
"Malignant neoplasm of head and neck",1
"Infectious Disease: Eczema herpeticum",1
"Infectious Disease: Osteomyelitis of foot",1
"Cellulitis of foot",1
"Neuro: Acquired bilateral foot drop",1
"Alzheimer's disease with late onset (CMS-HCC)",1
"Atherosclerosis of coronary artery bypass graft with angina pectoris",1
"Exudative age-related macular degeneration of left eye with inactive scar",1
"Hereditary factor V deficiency disease",1
"Endocrine and Metabolic: Body mass index (BMI) of 23.0-23.9 in adult",1
"Neuro: Annular tear of lumbar disc",1
"Closed fracture of multiple thoracic vertebrae",1
"Other: Age-related osteoporosis with current pathol...",1
"Other rheumatic multiple valve diseases",1
"Mental Health: Alcohol dependence with other alcohol-induced disorder",1
"Late onset Alzheimer's dementia with behavioral disturbance (CMS-HCC)",1
"ENT: Vocal cord granuloma",1
"Cardiac and Vasculature: ICD (implantable cardioverter-defibrillator) in place",1
"Small bowel anastomotic leak",1
"Short gut syndrome",1
"Musculoskeletal and Injuries: Ankylosing spondylitis of cervical region",1
"Open wound of skin",1
"Acquired deformity of neck",1
"Rheumatoid disease",1
"Other: Other closed displaced fracture of fifth cervical vertebra with delayed healing",1
"Cardiac and Vasculature: Critical lower limb ischemia (CMS-HCC)",1
"Cholesterol depletion",1
"Atherosclerosis of aortic bifurcation and common iliac arteries",1
"Musculoskeletal and Injuries: Ischemic rest pain of lower extremity",1
"P upgrade to CRT-D",1
"Hematology and Neoplasia: History of gastrointestinal stromal tumor (GIST)",1
"Neuro: Amnesia",1
"global",1
"Disorder of autonomic nervous system",1
"Endocrine and Metabolic: Class 2 obesity due to excess calories without serious comorbidity in adult",1
"Eye: Fuchs' corneal dystrophy of both eyes",1
"Hematology and Neoplasia: Osteochondroma of ankle",1
"Ankle arthritis",1
"Genitourinary and Reproductive: Hydronephrosis with urinary obstruction due to ureteral calculus",1
"Renal lesion",1
"Endocrine and Metabolic: Abnormal weight gain",1
"Family History: Encounter for ostomy nurse consultation",1
"History of diverticular abscess of colon",1
"DM type 2",1
"goal HbA1c < 7%",1
"Eye: Blindness of both eyes",1
"Genitourinary and Reproductive: Leukorrhea",1
"Gravid and Perinatal: Pregnancy",1
"normal",1
"incidental (HHS-HCC)",1
"Malignant neoplasm of upper-outer quadrant of right breast in female",1
"Anemia due to stage 5 chronic kidney disease",1
"Anemia of chronic renal failure",1
"stage 4 (severe)",1
"Anxiety as acute reaction to gross stress",1
"Arthritis of right wrist",1
"Rheumatoid arthritis involving right shoulder with positive rheumatoid factor",1
"Genitourinary and Reproductive: Cervical stenosis (uterine cervix)",1
"Post-menopausal bleeding",1
"Pyometrium",1
"Hematology and Neoplasia: Uterine cancer",1
"Genitourinary and Reproductive: Breast cancer screening",1
"Family History: Encounter to discuss test results",1
"Genitourinary and Reproductive: Encounter for special screening examination for neoplasm of breast",1
"Genitourinary and Reproductive: Fibroadenoma of breast",1
"Tobacco: Ex-smoker for more than 1 year",1
"Status post placement of leadless cardiac pacemaker",1
"DCM (dilated cardiomyopathy)",1
"Cardiac enzymes elevated",1
"Aortic valve stenosis with insufficiency",1
"Pulmonary and Pneumon...",1
"Hematology and Neoplasia: Squamous cell carcinoma in situ of skin of forehead",1
"Pseudoaneurysm following procedure",1
"Femoral artery pseudo-aneurysm",1
"Pseudoaneurysm of RIGHT femoral artery (CMS-hcc)",1
"Metabolic bone disease",1
"Diabetes type 1",1
"Hypoglycemia unawareness in type 1 diabetes mellitus",1
"Insulin pump in place",1
"Insulin pump titration",1
"Hematoma of groin",1
"Obesity with serious comorbidity",1
"Symptoms and Signs: Clubbing of fingers",1
"Postoperative complete heart block",1
"Cushing's syndrome (HHS-HCC)",1
"History of transfusion",1
"TA (temporal arteritis)",1
"Strain of right soleus muscle",1
"Symptoms and Signs: Abnormal C-reactive protein",1
"Coag and Thromboembolic: Anticoagulant long-term use",1
"ENT: Sudden hearing loss",1
"with unrestricted hearing on the contralateral side",1
"Musculoskeletal and Injuries: Right Achilles tendinitis",1
"Pain of left hand",1
"Other: Minimally enlarged prostate",1
"Old inferior wall myocardial infarction",1
"Sinus bradycardia: asymptomatic",1
"Endocrine and Metabolic: Hyperosmolar hyperglycemic state (HHS)",1
"Genitourinary and Reproductive: Electrolyte imbalance",1
"Neuro: Acute intracranial hemorrhage",1
"Neuro: Parkinsons",1
"Combined hyperlipidemia",1
"Other symptoms and signs involving the genitourinary system",1
"Other specified crystal arthropathies",1
"Other: Spondylosis of lumbosacral spine at multiple levels with radiculopathy",1
"Other chronic postprocedural pain",1
"Right anterior cerebral artery aneurysm without rupture (HHS-HCC)",1
"Symptoms and Signs: Abnormal transaminases",1
"Cardiac and Vasculature: Atrial paroxysmal tachycardia (HHS-HCC)",1
"Genitourinary and Reproductive: Bilateral hydrocele",1
"Gastrointestinal and Abdominal: Elevated SGOT (AST)",1
"Musculoskeletal and Injuries: Thoracic spine pain",1
"Sleep: Nightmare disorder",1
"Do not resuscitate status",1
"Pulmonary disease due to mycobacteria",1
"unspecified myositis type",1
"Pulmonary and Pneumonias: Cryptogenic organizing pneumonia",1
"Bilateral edema of lower extremity",1
"Other: Metal foreign body in abdomen",1
"Second degree type II atrioventricular block",1
"Aneurysm of hepatic artery (CMS-hcc)",1
"Centriacinar emphysema",1
"Cardiac and Vasculature: Dyslipidemia (high LDL",1
"Mesenteric mass",1
"Advance Directives and Health Issues: Language barrier",1
"Cardiac and Vasculature: Rheumatic aortic disease",1
"and TV Repair",1
"Gastrointestinal and Abdominal: Benign neoplasm of descending colon",1
"Uncontrolled type 2 diabetes mellitus with hypoglycemia",1
"Acquired bilateral renal cysts",1
"Hematology and Neoplasia: Chronic blood loss anemia",1
"Neuro: Closed fracture of lumbar vertebral body",1
"Pulmonary and Pneumonias: Opacity of lung on imaging study",1
"Suspect new onset of congestive heart failure",1
"ENT: Suppurative parotitis",1
"Temporomandibular joint disease",1
"Nasal septal perforation",1
"Multi System Lupus Sarcoid: Sjogren's disease (HHS-HCC)",1
"Xerostomia due to autoimmune disease (HHS-HCC)",1
"Endocrine and Metabolic: LADA (latent autoimmune diabetes in adults)",1
"Skin: Dermatitis eyelids",1
"Eye: Horseshoe tear of retina of right eye without detachment",1
"Gastrointestinal and Abdominal: Unspecified viral hepatitis C without hepatic coma",1
"Coag and Thromboembolic: Warfarin anticoagulation",1
"Endocrine and Metabolic: Diet-controlled diabetes mellitus",1
"Exogenous obesity",1
"ENT: Allergic rhinitis due to other allergen",1
"Musculoskeletal and Injuries: Chronic gout of multiple sites",1
"Infectious Disease: Intra-abdominal abscess post-procedure",1
"Genitourinary and Reproductive: Hyponatremia with decreased serum osmolality",1
"Pulmonary and Pneumonias: Acute dyspnea",1
"Skin: Linear sebaceous nevus sequence",1
"Borderline abnormal thyroid function test",1
"Prostatic hyperplasia",1
"Musculoskeletal and Injuries: Anterolisthesis of lumbar spine-grade 1 L3-4",1
"Neuro: Neuropathic pain of left foot",1
"Neuropathic pain of left lower extremity",1
"moderate L3-4",1
"L4-5 Spinal stenosis of lumbar region with left radiculopathy",1
"Foraminal stenosis of lumbosacral region-severe left L5-S1 with left S1 nerve root compression",1
"L5-S1",1
"Neuro: Hemiplegia of nondominant side as late effect of cerebrovascular disease",1
"Genitourinary and Reproductive: Asymptomatic microscopic hematuria",1
"Hematology and Neoplasia: Essential (hemorrhagic) thrombocythemia",1
"Musculoskeletal and Injuries: Cervico-occipital neuralgia",1
"Complex tear of medial meniscus of left knee as current injury",1
"Other: High blood leukocyte count",1
"Xanthelasma of left eyelid",1
"Abnormal ultrasound of abdomen",1
"Acute gastroenteritis",1
"Granuloma of liver associated with sarcoidosis",1
"Musculoskeletal and Injuries: Chondromalacia of left patella",1
"Fibromyalgia affecting shoulder region",1
"Skin: Non-caseating granuloma",1
"Skin lesion of wrist",1
"Asthma-chronic obstructive pulmonary disease overlap syndrome",1
"Cardiac and Vasculature: Right internal carotid artery aneurysm-3.5 mm arising from supraclinoid segment of distal right ICA",1
"Coag and Thromboembolic: Thrombophlebitis leg superficial",1
"Neuro: Aneurysm of middle cerebral artery-5 mm aneurysm at right MCA trifurcation",1
"Capillary disease",1
"Rectal hemorrhage",1
"Hx of radiation therapy",1
"Contusion of lesser toe of right foot",1
"Inflammatory and toxic neuropathy (HHS-HCC)",1
"Skin: Skin changes due to chronic exposure to nonionizing radiation",1
"Melanocytic...",1
"Eye: Corneal disorder due to contact lens",1
