token,matched_cause,icd_code,match_method,method,notes
Post-ERCP acute pancreatitis (HHS-HCC),,,none,,
post-herpetic,,,none,,
Post-infarction thrombus of left ventricle,,,none,,
Post-mastectomy pain syndrome,,,none,,
post-menopausal,,,none,,
Post-menopausal bleeding,,,none,,
Post-menopause,,,none,,
Post-nasal drip,,,none,,
post-op,,,none,,
Post-op fluid collection,,,none,,
Post-op pain,,,none,,
Post-operative hypothyroidism,,,none,,
Post-operative nausea and vomiting,,,none,,
Post-operative pain,,,none,,
Post-operative state,,,none,,
Post-procedural fever,,,none,,
post-stroke,,,none,,
Post-surgical hypoparathyroidism (HHS-HCC),,,none,,
Post-traumatic arthritis of left wrist,,,none,,
Post-traumatic headache,,,none,,
Post-traumatic male urethral meatal stricture,,,none,,
Post-traumatic osteoarthritis,,,none,,
Postablative hypothyroidism,,,none,,
Postartificial menopausal syndrome,,,none,,
Postcholecystectomy syndrome,,,none,,
Posterior calcaneal exostosis,,,none,,
Posterior capsular opacification,,,none,,
Posterior capsular opacification non visually significant of both eyes,,,none,,
Posterior capsular opacification of both eyes,,,none,,
Posterior capsular opacification of right eye,,,none,,
Posterior circulation stroke of uncertain pathology,,,none,,
Posterior dislocation of IOL (intraocular lens),,,none,,
Posterior dislocation of left hip (CMS-HCC),,,none,,
Posterior polar cataract of both eyes,,,none,,
Posterior rhinorrhea,,,none,,
Posterior subcapsular polar age-related cataract,,,none,,
Posterior tibial tendinitis,,,none,,
Posterior tibial tendinitis of right lower extremity,,,none,,
Posterior tibial tendon dysfunction,,,none,,
Posterior tibial tendon tear,,,none,,
Posterior tibial tendonitis,,,none,,
Posterior tibialis tendon insufficiency,,,none,,
Posterior vitreous degeneration,,,none,,
Posterior vitreous detachment,,,none,,
Posterior vitreous detachment - Both Eyes,,,none,,
Posterior vitreous detachment of both eyes,,,none,,
Posterior vitreous detachment of left eye,,,none,,
Posterior vitreous detachment of right eye,,,none,,
postherpetic,,,none,,
Postherpetic neuralgia,,,none,,
Postinflammatory pulmonary fibrosis,Pulmonary Fibrosis,J84.10,cause_name,,
Postlaminectomy syndrome,,,none,,
Postmenopausal,,,none,,
Postmenopausal atrophic vaginitis,,,none,,
Postmenopausal bleeding,,,none,,
Postmenopausal bone loss,,,none,,
Postmenopausal HRT (hormone replacement therapy),,,none,,
Postmenopausal osteoporosis,,,none,,
Postmenopausal state,,,none,,
Postmenopausal status,,,none,,
Postnasal drip,,,none,,
Postop Atrial fibrillation,,,none,,
postoperative,,,none,,
Postoperative A-fib (CMS-hcc),,,none,,
Postoperative Afib,,,none,,
Postoperative anemia,,,none,,
Postoperative anemia due to acute blood loss,,,none,,
Postoperative atrial fibrillation,,,none,,
Postoperative atrial fibrillation (CMS-hcc),,,none,,
Postoperative atrial fibrillation x 1,,,none,,
Postoperative cellulitis of surgical wound,,,none,,
Postoperative chylothorax,,,none,,
Postoperative delirium,,,none,,
Postoperative hypothyroidism,,,none,,
Postoperative ileus,,,none,,
Postoperative nausea,,,none,,
Postoperative nausea and vomiting,,,none,,
Postoperative pain,,,none,,
Postoperative retention of urine,,,none,,
Postoperative urinary retention,,,none,,
Postoperative visit,,,none,,
Postphlebitic syndrome with inflammation,,,none,,
Postprandial diarrhea,,,none,,
Postprocedural hypoparathyroidism (HHS-HCC),,,none,,
Postprocedural hypotension,Hypotension,I95,cause_name,,
Postprocedural pneumothorax,,,none,,
Postprocedural urethral stricture,,,none,,
postsurgical,,,none,,
Postsurgical aortocoronary bypass status,,,none,,
Postsurgical hypothyroidism,,,none,,
Postsurgical menopause,,,none,,
Postsurgical nonabsorption (HHS-HCC),,,none,,
Postsurgical percutaneous transluminal coronary angioplasty (PTCA) status,,,none,,
Postsurgical percutaneous transluminal coronary angioplasty status,,,none,,
Postsurgical states following surgery of eye and adnexa,,,none,,
Posttraumatic hematoma of breast,,,none,,
Posttraumatic stress disorder,,,none,,
Postural dizziness,,,none,,
Postural dizziness with near syncope,,,none,,
Postural dizziness with presyncope,,,none,,
Postural hypotension,Hypotension,I95,cause_name,,
Postural orthostatic tachycardia syndrome,,,none,,
Postural syncope,,,none,,
POTS (postural orthostatic tachycardia syndrome),,,none,,
PPD positive,,,none,,
PPM insertion S,,,none,,
PR (pulmonary regurgitation),,,none,,
pre cancerous tubular adenoma of large intestine 8,,,none,,
Pre-diabetes,,,none,,
Pre-op evaluation,,,none,,
Pre-op exam,,,none,,
Pre-op examination,,,none,,
Pre-op testing,,,none,,
pre-operative cardiovascular examination,,,none,,
Pre-syncope,,,none,,
Pre-transplant evaluation for chronic kidney disease,Chronic Kidney,N18,cause_name,,
Pre-transplant evaluation for kidney transplant,,,none,,
Precipitous drop in hematocrit,,,none,,
Precordial chest pain,,,none,,
Precordial pain,Coronary Artery Disease,I25,none,llm,symptom
Predi...,,,none,,
Prediabetes,,,none,,
Predislocation syndrome of metatarsophalangea...,,,none,,
Predislocation syndrome of metatarsophalangeal joint of right foot,,,none,,
Predisposition to allergic reaction,,,none,,
predominantly inattentive type,,,none,,
Preglaucoma,,,none,,
Prehypertension,,,none,,
premature,,,none,,
Premature atrial beat,,,none,,
Premature atrial beats,,,none,,
Premature atrial complex,,,none,,
Premature atrial complexes,,,none,,
Premature atrial contraction,,,none,,
Premature atrial contractions,,,none,,
Premature beats,,,none,,
Premature ventricular beat,,,none,,
Premature ventricular complex,,,none,,
Premature ventricular contractions,,,none,,
Premature ventricular contractions (PVCs) (VPCs),,,none,,
Preop cardiovascular exam,,,none,,
Preop examination,,,none,,
Preoperative cardiovascular examination,,,none,,
Preoperative clearance,,,none,,
Prepatellar bursitis of right knee,,,none,,
Prerenal azotemia,,,none,,
Presbyopia,,,none,,
Presence of aortocoronary bypass graft,,,none,,
Presence of arterial stent,,,none,,
Presence of automatic cardioverter,,,none,,
Presence of bare metal stent in LAD coronary artery,,,none,,
Presence of bare metal stent in right coronary artery,,,none,,
Presence of biventricular automatic cardioverter,,,none,,
Presence of biventricular cardiac pacemaker,,,none,,
Presence of cardiac defibrillator,,,none,,
Presence of cardiac pacemaker,,,none,,
Presence of cardiac resynchronization therapy defibrillator (CRT-D),,,none,,
Presence of cerebrospinal fluid drainage device,,,none,,
Presence of coronary angioplasty implant and graft,,,none,,
Presence of dental prosthetic device,,,none,,
Presence of drug coated stent in LAD coronary artery,,,none,,
Presence of drug coated stent in left circumflex coronary artery,,,none,,
Presence of drug-eluting stent in anterior descending branch of left coronary artery,,,none,,
Presence of drug-eluting stent in anterior descending branch of left coronary artery- 11,,,none,,
Presence of drug-eluting stent in anterior descending branch of left coronary artery- 5,,,none,,
Presence of drug-eluting stent in anterior descending branch- 8,,,none,,
Presence of drug-eluting stent in left circumflex coronary artery,,,none,,
Presence of drug-eluting stent in left circumflex coronary artery- 12,,,none,,
Presence of drug-eluting stent in right coronary artery,,,none,,
Presence of drug-eluting stent in right coronary artery- 10,,,none,,
Presence of heart assist device,,,none,,
Presence of insulin pump,,,none,,
Presence of internal carotid stent,,,none,,
Presence of intraocular lens,,,none,,
Presence of intrathecal pump,,,none,,
Presence of IVC filter,,,none,,
Presence of leadless cardiac pacemaker,,,none,,
Presence of left artificial knee joint,,,none,,
Presence of other cardiac implants and grafts,,,none,,
Presence of other orthopedic joint implants,,,none,,
Presence of other vascular implants and grafts,,,none,,
Presence of permanent cardiac pacemaker,,,none,,
Presence of permanent cardiac pacemaker 6,,,none,,
Presence of prosthetic heart valve,,,none,,
Presence of right artificial knee joint,,,none,,
Presence of stent in artery,,,none,,
Presence of stent in coronary artery,,,none,,
Presence of stent in LAD coronary artery,,,none,,
Presence of stent in left circumflex coronary artery,,,none,,
Presence of stent in left circumflex coronary artery 2005,,,none,,
Presence of suprapubic catheter,,,none,,
Presence of Watchman left atrial appendage closure device,,,none,,
Presence of Watchman left atrial appendage closure device–1,,,none,,
presenting hazards to health,,,none,,
presenting hazards to health 43py quit 9,,,none,,
Pressure injury,,,none,,
Pressure injury of buttock,,,none,,
Pressure injury of coccygeal region,,,none,,
Pressure injury of deep tissue of contiguous region involving back and left buttock,,,none,,
Pressure injury of right heel,,,none,,
Pressure injury of sacral region,,,none,,
Pressure injury of skin of sacral region,,,none,,
Pressure ulcer of other site,,,none,,
Pressure ulcer of right leg,,,none,,
Pressure ulcer of toe of...,,,none,,
Preventative health care,,,none,,
Previous back surgery,,,none,,
Previous myocardial infarction older than 8 weeks,,,none,,
Prim...,,,none,,
primary,,,none,,
primary (HHS-HCC),,,none,,
Primary adenocarcinoma of ascending colon and hepatic flexure,,,none,,
Primary adenocarcinoma of lower lobe of left lung,,,none,,
Primary adenocarcinoma of right lung,,,none,,
Primary biliary cirrhosis,,,none,,
Primary cancer of oral cavity,,,none,,
Primary cardiomyopathy,,,none,,
Primary degenerative dementia of the Alzheimer type,,,none,,
Primary erectile dysfunction,,,none,,
Primary fibromyalgia syndrome,,,none,,
Primary generalized (osteo)arthritis,,,none,,
Primary generalized hypertrophic osteoarthrosis,,,none,,
Primary gout,,,none,,
Primary hypercholesterolemia,,,none,,
Primary hypercoagulable state (HHS-HCC),,,none,,
Primary hyperoxaluria,,,none,,
Primary hyperparathyroidism (HHS-HCC),,,none,,
Primary hypertension,Hypertension or Pre Hypertensive,I10,none,llm,exact phrase
Primary insomnia,,,none,,
Primary localized osteoarthritis of pelvic region and thigh,,,none,,
Primary localized osteoarthrosis,,,none,,
Primary localized osteoarthrosis of ankle and foot,,,none,,
Primary localized osteoarthrosis of left lower leg,,,none,,
Primary localized osteoarthrosis of right hip,,,none,,
Primary localized osteoarthrosis of right lower leg,,,none,,
Primary malignant neoplasm of bronchus of left lower lobe,,,none,,
Primary malignant neoplasm of bronchus of left upper lobe,,,none,,
Primary malignant neoplasm of colorectal area with metastasis,,,none,,
Primary malignant neoplasm of larynx,,,none,,
Primary malignant neoplasm of lesser curve of stomach,,,none,,
Primary malignant neoplasm of lower gum,,,none,,
Primary malignant neoplasm of prostate,,,none,,
Primary malignant neoplasm of thyroid gland,,,none,,
Primary malignant neoplasm of vocal cord,,,none,,
Primary malignant neuroendocrine neoplasm of esophagus,,,none,,
Primary malignant neuroendocrine tumor of small intestine,,,none,,
Primary narcolepsy without cataplexy (HHS-HCC),,,none,,
Primary open angle glaucoma,,,none,,
Primary open angle glaucoma (POAG) of both eyes,,,none,,
Primary open angle glaucoma (POAG) of left eye,,,none,,
Primary open angle glaucoma (POAG) of right eye,,,none,,
Primary open angle glaucoma of both eyes,,,none,,
Primary open angle glaucoma of left eye,,,none,,
Primary open angle glaucoma of right eye,,,none,,
Primary open-angle glaucoma,,,none,,
Primary optic atrophy,,,none,,
Primary osteoarth...,,,none,,
Primary osteoarthritis,,,none,,
Primary osteoarthritis involving multiple joints,,,none,,
Primary osteoarthritis of both hands,,,none,,
Primary osteoarthritis of both hips,,,none,,
Primary osteoarthritis of both knees,,,none,,
Primary osteoarthritis of both shoulders,,,none,,
Primary osteoarthritis of both wrists,,,none,,
Primary osteoarthritis of first carpometacarpal joint of left hand,,,none,,
Primary osteoarthritis of first carpometacarpal joint of right hand,,,none,,
primary osteoarthritis of hand,,,none,,
Primary osteoarthritis of hip,,,none,,
Primary osteoarthritis of knee,,,none,,
Primary osteoarthritis of knees,,,none,,
Primary osteoarthritis of left ankle,,,none,,
Primary osteoarthritis of left foot,,,none,,
Primary osteoarthritis of left hand,,,none,,
Primary osteoarthritis of left hip,,,none,,
Primary osteoarthritis of left hip status post arthroplasty,,,none,,
Primary osteoarthritis of left knee,,,none,,
Primary osteoarthritis of left knee - History of total left knee replacement on 2,,,none,,
Primary osteoarthritis of left knee s,,,none,,
Primary osteoarthritis of left shoulder,,,none,,
Primary osteoarthritis of right ankle,,,none,,
Primary osteoarthritis of right foot,,,none,,
Primary osteoarthritis of right hand,,,none,,
Primary osteoarthritis of right hip,,,none,,
Primary osteoarthritis of right hip s,,,none,,
Primary osteoarthritis of right knee,,,none,,
Primary osteoarthritis of right shoulder,,,none,,
Primary osteoarthritis of right wrist,,,none,,
primary osteoarthritis of shoulder region,,,none,,
primary progressive,,,none,,
Primary prostate adenocarcinoma,,,none,,
prior CV,,,none,,
PRK (advanced surface ablation photorefractive keratectomy),,,none,,
Problem with vascular access,,,none,,
Problems related to gambling and betting,,,none,,
Proctitis,,,none,,
Proctocolitis,,,none,,
Proctoptosis,,,none,,
Productive cough,,,none,,
Progressive high myopia,,,none,,
Prolapse,,,none,,
Prolapse of female genital organs,,,none,,
Prolapse of leaf of mitral valve,,,none,,
Prolapse of vaginal vault after hysterectomy,,,none,,
Prolapsed internal hemorrhoids,,,none,,
Prolapsed uterus,,,none,,
Proliferative diabetic retinopathy associated with type 1 diabetes mellitus,,,none,,
Proliferative diabetic retinopathy of both eyes with macular edema associated with type 2 diabetes mellitus (CMS-hcc)     #####,Type 2 Diabetes,E11.2,cause_name,,
Proliferative diabetic retinopathy of right eye associated with type 2 diabetes mellitus,Type 2 Diabetes,E11.2,cause_name,,
Proliferative diabetic retinopathy of right eye with macular edema associated with type 2 d...,,,none,,
Prolonged Q-T interval on ECG,,,none,,
Prolonged QT interval,,,none,,
Prolonged QTC,,,none,,
Prominent blood vessel of neck,,,none,,
Pronation of feet,,,none,,
Prostate abscess,,,none,,
Prostate CA,,,none,,
Prostate cancer,,,none,,
Prostate cancer (CMS-hcc)-radical prostatetomy 2010,,,none,,
Prostate cancer metastatic to bone,,,none,,
Prostate cancer metastatic to intraabdominal lymph node,,,none,,
Prostate cancer metastatic to multiple sites,,,none,,
Prostate cancer s,,,none,,
Prostate cancer screening,,,none,,
Prostate enlargement,,,none,,
Prostate hypertrophy,,,none,,
Prostate nodule,,,none,,
Prostatic cancer,,,none,,
Prostatic hypertrophy,,,none,,
Prostatic nodule,,,none,,
Prostatism,,,none,,
Prosthetic aortic valve stenosis,,,none,,
Prosthetic joint infection,,,none,,
Prosthetic mitral valve regurgitation,,,none,,
Prosthetic valve dysfunction,,,none,,
Prosthetic valve failure,,,none,,
Protein C deficiency (HHS-HCC),,,none,,
Protein calorie malnutrition (HHS-HCC),,,none,,
Protein malnutrition (HHS-HCC),,,none,,
Protein-calorie malnutrition,,,none,,
Protein-calorie malnutrition (HHS-HCC),,,none,,
Proteinuria,,,none,,
Proteinuria due to type 2 diabetes mellitus,Type 2 Diabetes,E11.2,cause_name,,
Prothrombin G20210A mutation (HHS-HCC),,,none,,
Prothrombin mutation (HHS-HCC),,,none,,
Protrusion of intervertebral disc of lumbosacral region,,,none,,
Protrusion of lumbar intervertebral disc,,,none,,
proximal,,,none,,
proximal biceps,,,none,,
Prurigo nodularis,,,none,,
Pruritic rash,,,none,,
PSA elevation,,,none,,
Pseudarthrosis after fusion or arthrodesis,,,none,,
Pseudoaneurysm (CMS-hcc),,,none,,
Pseudoaneurysm following procedure,,,none,,
Pseudoaneurysm of aortic jump graft (CMS-hcc),,,none,,
Pseudoaneurysm of femoral artery (CMS-hcc),,,none,,
Pseudoaneurysm of right femoral artery (CMS-hcc),,,none,,
Pseudoarthrosis of lumbar spine,,,none,,
Pseudocholinesterase deficiency,,,none,,
Pseudoclaudication,,,none,,
Pseudoclaudication syndrome,,,none,,
Pseudodiverticulosis of esophagus,,,none,,
Pseudoexfoliation (PXF) of left lens capsule,,,none,,
Pseudoexfoliation (PXF) of lens capsule,,,none,,
Pseudoexfoliation syndrome,,,none,,
Pseudogout,,,none,,
Pseudophakia,,,none,,
Pseudophakia of both eyes,,,none,,
Pseudophakia of both eyes--PCIOL OU---1995,,,none,,
Pseudophakia of left eye,,,none,,
Pseudophakia of right eye,,,none,,
Pseudopolyposis of colon,,,none,,
Psoas abscess,,,none,,
Psoriasis,,,none,,
Psoriasis with arthropathy,,,none,,
Psoriatic arthritis,,,none,,
Psoriatic arthropathy,,,none,,
PSVT (paroxysmal supraventricular tachycardia) (HHS-HCC),,,none,,
